"inv_num","add_credit","url","title","year","display_year","medium","dims","pitch","ps","live_url","youtube","related_code","subheading","download","commission","related"
"2008-002",,"2008-002-video-painting","Video Painting",2008,2008,"VHS tape",,"​2 hour video improvisation made on an assortment of video tools.","​Video painting is a 2 hour (eeek!) long video edited onto a <i><b> unique</b></i> VHS cassette tape I made using various image generation technology I had lying around (Amiga Toaster, Video FX Ed/it machines, vidicon cameras, Final Cut, etc, etc, etc). It was edited down from about 14 hours of improvisation (aka just hitting random buttons). Below are some stills. To see it please check <a title="""" href=""http://americanart.si.edu/collections/search/artwork/?id=78231"">this</a> place out cause they have the only tape.",,,,,,,
"2008-001",,"2008-001-photoshop-cs","Photoshop CS: 110 by 72 inches, 300 DPI, RGB, square pixels, default gradient ""Spectrum"", mousedown y=1098 x=1749.9, mouseup y=0 x=4160",2008,2008,"Chromogenic print","110 x 72 inches",,,,,,,,,
"2007-045",,"2007-045-bruce-springsteen-glockenspiel-addendum","The Bruce Springsteen 'Born to Run' Glockenspiel Addendum",2007,2007,"Audio CDs. Unlimited edition.",,,"​Cd’s given away with a mix version of my composition The Bruce Springsteen Born to Run Glockenspiel Addendum. When imported into iTunes, because of the song lengths, the CD get tagged incorrectly as Born To Run. Anyway,.....the idea was to kinda corrupt the grey market public archive of this record as the above mix tagged files would eventually get circulated as Bruce’s record. :)",,,,"(CD Edition)",,,
"2007-039",,"2007-039-another-one-bites-the-dust","Another One Bites The Dust",2007,2007,"Poster.",,"​Poster featuring Axl's shoes taken from he interior of GNR's Spaghetti Incident EP.",,"https://www.spikeartmagazine.com/",,,,,,
"2007-033",,"2007-033-hitachi-p42h01u-plasma-burn","HITACHI P42H01U Plasma Burn, 2007",2007,2007,"HITACHI P42H01 and DVD player",,"​Label information being burned into a plasma monitor.",,,,,,,,
"2007-020",,"2007-020-i-dont-want-to-spoil-the-party","I don't want to spoil the party",2007,2007,"Video",,"​Beatles 1st US press conference with an additional laser porter between Paul's eyes.",,,,,,,,
"2007-017",,"2007-017-permanent-vacation","Permanent Vacation",2007,2007,"Two computers, router, projectors.","Dimensions variable","​Two computers stuck in an our of office email loop.",,,,,,,,"[210] 2008-003 Permanent Vacation - 2008-003-permanent-vacation"
"2007-016",,"2007-016-photoshop-gradient-and-smudge-tool-demonstration","Photoshop Gradient and Smudge Tool Demonstration ",2007,2007,"Inkjet on laminate.","43 x 43 inches",,,,,,,,,
"2007-015",,"2007-015-photoshop-gradient-and-smudge-tool-demonstration","Photoshop Gradient and Smudge Tool Demonstration ",2007,2007,"Inkjet on laminate.","43 x 43 inches",,,,,,,,,
"2007-013",,"2007-013-photoshop-gradient-and-smudge-tool-demonstration","Photoshop Gradient and Smudge Tool Demonstration ",2007,2007,"Inkjet on laminate.","43 x 43 inches","​Photoshop gradient and smudge tool demonstration.",,,,,,,,
"2007-007",,"2007-007-on-c","On Compression ",2008,2007,"Math essay",,"​Essay describing the mathematics behind Jpegs.","​A pdf explanation of why Jpegs look the way they do. This kinda document is pretty common in computer science departments although this one is kinda more for “noobs” as I show the math in greater detail. Possibly of note is it being <a href=""http://www.frieze.com/issue/article/on_compression/"">republished as a one page Jpg of itself on the Frieze website</a>. This was first published in my book (made by the wonderful Dexter Sinister) a couple thousand short films by glenn gould.",,,,,"Cory-Arcangel-OnC.pdf",,"[28] [2006-019-handmadegif] 2006-019 Gif
[2147] [2008-082-a-couple-thousand-short-films-about-glenn-gould-publication] 2008-082 A Couple Thousand Short Films about Glenn Gould (Publication)"
"2007-006",,"2007-006-a-couple-thousand-short-films-about-glenn-gould","A Couple Thousand Short Films About Glenn Gould",2007,2007,"Dual channel video",,"​Goldberg Variation #1 re-constructed using Youtube vidz.","​This was the first in a series of three different vidz I ended up making which tied together different utube videos using software I made called Gould Pro. 2 b honest I was hoping for a meme hit! So why I made the first one dual channel I have no idea (aka, not really the utube format). The second, and third one ended up better in this respect. ",,,,,,"Film and Video Umbrella","[52] 2009-003 Drei Klavierstücke op. 11 - dreiklavierstucke
[101] 2011-022 Paganini Caprice No. 5 - 2011-022-paganini-caprice-no-5"
"2007-005",,"2007-005-samsung-ps42q7h-plasma-screen-burn1","Samsung PS42Q7H Plasma Screen Burn",2007,2007,"Samsung PS42Q7H and DVD player","27.95 x 41.34 x 3.54 inches","​Label text burned into a plasma monitor over time. ",,,,,,,,
"2007-004",,"2007-004-every-other-csny","Every Other C.S.N.Y.",2007,2007,"Pen on paper.",,"​Every single possible combination of CSNY.",,,,,,,,
"2007-003",,"2007-003-apple-garageband-autotune","Apple GarageBand Auto Tune Demonstration",2007,2007,"Video",,"​GarageBand auto-tune applied to Jimi Hendrix’s Woodstock Star Spangled Banner.",,,"https://www.youtube.com/watch?v=9zWqUnW66wY
",,,,,"[51] [2009-041-last-night-i-had-the-strangest-dream] 2009-041 Last Night I Had The Strangest Dream"
"2007-002",,"2007-002-structural-film","Structural Film",2007,2007,"16mm film",,"​Digital video filter of scratched film transferred to 16mm film.","​Somewhere along the way on this one, a file got corrupted in one of the transfers, and some bits of colored stuff showed up, anyway, I kept it in the film, but those weren’t actually part of the plan.",,,,,,,"[135] [2008-004-personal-film] 2008-004 Personal Film"
"2007-001",,"2007-001-maxell","Maxell",2007,2007,"Four digital prints.","11.6 x 8.5 in","​Scanning a 12 inch Maxell demonstration LP on an 11inch scanner.",,,,,,,,"[234] 2010-007 Maxell - 2010-007-maxell"
"2006-032",,"2006-032-cory-arcangel-monograph","Cory Arcangel ",2006,2006,,"9.25 x 6.5 x 0.35 inches",,,,,,"(Monograph)",,,
"2006-020","Michael Bell Smith","2006-020-the-year-in-the-internet","The Year in the Internet (2006)",2006,2006,"Website",,"​Best of the year lists by various Internet people.",,"http://www.burncopy.com/year_in_the_internet_06.html",,,,,,"[22] 2005-025 The Year in the Internet (2005) - 2005-025-the-year-in-the-internet"
"2006-019",,"2006-019-handmadegif","Gif",2006,2006,"Pen on paper. ",,"​Gif file written by hand. ","​Handmade Gif is a Gif file I wrote by hand in binary. This of course is pointless, but I chose to do this as an exercise in order to familiarize myself with the basics of compression for no reason other then I wondered how it worked. Since Gif was the oldest common compression format, I picked it first. And because I was writing it by hand I picked a really small and easy one to do, which was a 2 pixel wide by 2 pixel high square. Black, White, on top of White, Black. U can see it re-sized above (the grey sections are aliasing which are not included in the oriignal, ... I swear!, download it and check it out. :) 
Gif Code Explanation

header: 474946383961

image map size: 0200 0200

global color flag, not sorted, 1 bit per color, size of color table 2: 80

no background (unused): 00

no pixel aspect ratio: 00

black: 000000

white: FFFFFF

image separator: 2C

image distance from l / r in image map: 0000 0000

image size: 0200 0200

non interlaced, and no local colors (not sorted and no size): 00

size of LZW code chunks (=3): 02

length of LZW code section: 03

LWZ code: 448202

next LZW code size: 00

end of file: 3B

It is a 2 by 2 black and white checker GIF…

BW WB",,,,,,,
"2006-012",,"2006-012-punkrock-101","Punk Rock 101",2006,2006,"Website",,"​Kurt Cobain’s suicide letter with Google ads placed on it.","​A while back, I made a web page which paired Kurt Cobain’s suicide letter with Google Ads (google ads are generated from the text of the page they appear on). It was up for a while but after getting digged google decided to remove the ads from the page. I took some screen shots while it was up and above are two examples of what it looked like.",,,,,,,
"2006-011",,"2006-011-untitled-after-lucier","Untitled After Lucier",2006,2006,"Computer generated video",,"​An infinitely compressing video of the Beatles on Ed Sullivan.",,,,,,,,"[13] 2004-004 Iron Maidens “The Number of the Beast” compressed over and over as an mp3 666 times - maiden"
"2006-008",,"2006-008-the-bruce-springsteen-born-to-run-glockenspiel-addendum","The Bruce Springsteen 'Born to Run' Glockenspiel Addendum",2009,2006,"Performance for solo glockenspiel and optional electronics",,"​Live performances of The Bruce Springsteen Glockenspiel Addendum.","Above: performance of the complete 43 minute The Bruce Springsteen Born to Run Glockenspiel Addendum @ Light Industry in Brooklyn",,"https://www.youtube.com/playlist?list=PLIVciZ6unaZT0iTIRgMD397O33Mgueva5",,"(Performance)",,,
"2006-007",,"2006-007-the-boys-are-back","The Boys Are Back",2006,2006,"Composition for solo piano",,"Just my favorite part of the Elton song. FYI. ",,,,,,"cory_arcangel_boys_r_back.pdf",,
"2006-006",,"2006-006-the-bruce-springsteen-born-to-run-glockenspiel-addendum","The Bruce Springsteen 'Born to Run' Glockenspiel Addendum",2006,2006,"Composition for solo glockenspiel and optional electronics. ",,,,,,,"(Composition)","cory-arcangel-2006-006-glock-addendum-web.pdf",,
"2006-005",,"2006-005-sweet16","Sweet 16",2006,2006,"Lead sheet",,"Intro 2 Sweet Child O’ Mine phased.","​Anyway, if u play this (score can b downloaded below), please get at me, I’d love to get a recording. As of writing this, no one has ever performed this live. LOL.",,,,"(Composition)","cory_arcangel_sweet_16.pdf",,"[32] [2006-001-sweet16] 2006-001 Sweet 16"
"2006-004",,"2006-004-colors","Colors",2006,2006,"Computer generated video",,"​The movie Colors played one horizontal line of color at a time.","​This was a video I made where, as the elevator pitch suggests, I played the movie Colors one horizontal line of colors at a time. A few years later, I released a personal edition of the software I used, called Colors Personal Edition. So, get ripping! ",,,,,,,"[2149] [2009-054-colors-personal-edition] 2009-054 Colors Personal Edition"
"2006-003",,"2006-003-the-bruce-springsteen-born-to-run-glockenspiel-addendum","The Bruce Springsteen 'Born to Run' Glockenspiel Addendum ",2006,2006,"12"" LP. Edition of 300.",,"​LP featuring a Glockenspiel addendum to Springsteen’s Born To Run record.",,,,,"(LP)",,,
"2006-002",,"2006-002-untitled-translation-exercise","Untitled Translation Exercise",2006,2006,"Video","1:41:53 minutes","Dazed and Confused dubbed back into English via an outsource firm in Bangalore.","​So......yes the dialog in the film is still in English. :)",,,,,,,
"2006-001",,"2006-001-sweet16","Sweet 16",2006,2006,"Dual channel video","15:55 minutes","​Intro to GNR’s Sweet Child O Mine phased.",,,,,"(Video)",,,"[93] [2006-005-sweet16] 2006-005 Sweet 16"
"2005-028",,"2005-028-migros-nintendo-mega-jam","Migros MEGA JAM",2005,2005,"Sharpie on CDs.",,"Free CD given away during exhibition. Edition unknown. 
","​​For a few years, 4 every show I did I had free CD takeaways with music on them (or were they 5$?, I can't remember). This CD was both given away, and played during a show I

did at the Migros museum in 2005. The music was an improvisation on a Nintendo NES music sequencer I was working on at the time, and which would eventually power the music in a vid I made that year called Super Mario Movie.&nbsp; :)",,,,,,,"[20] 2005-001 Super Mario Movie - supermariomovie"
"2005-025","Michael Bell Smith","2005-025-the-year-in-the-internet","The Year in the Internet (2005)",2005,2005,"Website",,"​Website featuring the best links of the year from various net people.",,"http://www.burncopy.com/bestoftheweb.html",,,,,,"[23] 2006-020 The Year in the Internet (2006) - the-year-in-the-internet1"
"2005-024",,"2005-024-contagious-media-showdown","Contagious Media Showdown",2005,2005,"Event",,"​Festival & competition I helped organize with the Eyebeam Contagious Media Group about memes back in the early days of viral net trash (eeek! – pre youtube………..)","Random facts --> this is kinda related to the Huffington Post, LOL, seriously,&nbsp;<a href=""http://www.cjr.org/cover_story/six_degrees_of_aggregation.php?page=all"">read here</a>.&nbsp;","https://web.archive.org/web/20050827225046/http://showdown.contagiousmedia.org/",,,,,,
"2005-021",,"2005-021-super-landscape-1","Super Landscape #1",2005,2005,"NES and Famicom Cartridge mods",,"​Landscape made from my projects Super Mario Clouds and F1 Racer.","​This wasn’t supposed to be a new thing, but after installing two of my projects together, Super Mario Clouds, and F1 Racer, I liked it so much, I decided it was a new project. But yeah, this is just two earlier things installed together.",,,,,,,"[7] [2002-001-super-mario-clouds] 2002-001 Super Mario Clouds
[15] [2004-002-f1-racer-mod] 2004-002 F1 Racer Mod (aka Japanese Driving Game)
[4228] [2013-196-quickoffice] 2013-196 QuickOffice
[4281] [2015-068-quickoffice] 2015-068 QuickOffice"
"2005-020",,"2005-020-bomb-iraq","Bomb Iraq",2005,2005,"Hyercard Readymade",,"​Actual hyper-card program I found on a computer I bought at the Salvation Army. Click on the link above 2 c the (great) 2014 online restoration of this work by Dragan Espenschied!!!!!.",,"https://sites.rhizome.org/emulating-bomb-iraq-arcangel/",,,,,,
"2005-011",,"2005-011-old-friends","Old Friends",2005,2005,"Modded DVD",,"​Simon and Garfunkel DVD where chapter markers have been moved to places where one can see tension between the two.","​This isn't exactly a video, but actually a modified DVD. The only difference between this DVD, and the one you can (or could) buy in stores, is that the chapter markers have been moved on this one to places where you can see Simon and Garfunkel bicker. So, unless you are forwarding between chapters (which normally would be placed at the beginning of songs), it looks pretty much like the store bought DVD. The only way I successfully figured out how to show this was in comedy clubs where I would play the DVD as it was projected and narrate as I forwarded it to my new chapter markers. It took me all summer to figure out how to re-program a DVD, and to this day this project is one of the stupider things I ever spent an insane amount of time and energy doing. Especially since it was virtually impossible to show in any traditional sense (hence comedy clubs).&nbsp; ",,,,,,,
"2005-007",,"2005-007-slim-thug-status-bot","Slim Thug Status Bot",2005,2005,"Software",,"​Bot which allows a user to ask chat user Slim Thug if his album has gone platinum.",,,,,,,,
"2005-001","Paper Rad","2005-001-super-mario-movie","Super Mario Movie",2005,2005,"Modded Super Mario Brothers cartridge.",,"​15 minute movie programmed onto a Mario Brothers cartridge.","​First check out the ROM below. You can load this up in a NES emulator to watch this movie. It’s better then the youtube, trust me! Also it’s legit. Also, check the related code section for a full blast of the entire working archive of the code for this project. Also buried in the code and its versions are bits of script (which we had been working on sporadically for a few years) and other loose ends. For the NES heads out there, the code also might be of interest because it contains a very simple built from scratch music sequencer, a rudimentary animation engine, and an RLE scheme to compress backgrounds.",,"https://www.youtube.com/watch?v=JN-WCA5-Qxs","https://github.com/coryarcangel/Super-Mario-Movie",,"arcangel_paperrad_mariomovie.nes.zip",,
"2004-025","Radical Software Group","2004-025-total-asshole-compression","Total Asshole Compression",2005,2004,"Sharpie on CD-Rom and AOL booklets","8 x 5 inches","​“Edition” version of the Total Asshole Compression Software.","​These were modified (?) AOL booklets which contained the OSX compression software Total Asshole Compression. I would charge 5$ for them at my shows. Anyway, it is hard to remember, but these AOL booklets USED TO B EVERYWHERE. Now the only ones I have left r like this. ",,,,"Booklet",,,"[13] [2004-004-iron-maidens-number-of-the-beast-compressed-over-and-over] 2004-004 Iron Maidens “The Number of the Beast” compressed over and over as an mp3 666 times
[18] [2004-010-total-asshole-compression] 2004-010 T.A.C. - Total Asshole Compression
[43] [2007-007-on-c] 2007-007 On C"
"2004-014",,"2004-014-sans-simon","Sans Simon",2004,2004,"Performance for Simon and Garfunkel video, projector, and performer",,"Simon and Garfunkel minus Simon. ",,,"https://www.youtube.com/watch?v=Jol8UGT_ng4",," (Performance) ",,,
"2004-011","Paper Rad","2004-011-whitney-teen-night","Whitney Teen Night",2004,2004,"Live green screen event",,,"A karaoke set up / live video green screen was installed in the basement of the Whitney Museum on their free teen night. Teens were encouraged to make a music video while singing along to distorted midi / ring-tone versions of their favorite songs. Each video was available to take home for free on VHS tape.",,,,,,,
"2004-010","Radical Software Group","2004-010-total-asshole-compression","T.A.C. - Total Asshole Compression",2004,2004,"OSX software",,"​Compression software that makes files bigger.","​Check the “official” website above to download the software, etc, etc. ","http://tac-compression.com/",,,,,,"[13] [2004-004-iron-maidens-number-of-the-beast-compressed-over-and-over] 2004-004 Iron Maidens “The Number of the Beast” compressed over and over as an mp3 666 times
[43] [2007-007-on-c] 2007-007 On C
[189] [2004-025-total-asshole-compression] 2004-025 Total Asshole Compression"
"2004-009","Michael  Frumin","2004-009-pizza-party","Pizza Party",2004,2004,"Software",,"​Software to order pizza over the command line.","​Check the related code below to download this if u r down. Note, it doesn’t work anymore, but it has lived on <a href=""https://github.com/TheBored/SiriProxy-PizzaParty"">through the magic of open source</a>.",,"https://www.youtube.com/watch?v=PnVaQQVla1Y","https://github.com/coryarcangel/Pizza-Party-0.1.b",,,,"[4114] [2013-138-the-source-pizza-party] 2013 138 The Source Issue 2 Pizza Party (SRF-015)"
"2004-008",,"2004-008-sans-simon","Sans Simon",2004,2004,"Video",,"Simon and Garfunkel minus Simon. ",,,,,"(Video)",,,"[40] 2004-014 Sans Simon - 2004-014-sans-simon"
"2004-006",,"2004-006-dooogle","Dooogle",2004,2004,"Web hack",,"​A version of Google that only returns results for Doogie Howser.",,"http://dooogle.com/",,"https://github.com/coryarcangel/Dooogle",,,,"[4214] [2013-140-the-source-issue-7-dooogle] 2013-140 The Source Issue 7 Dooogle"
"2004-005","Frankie Martin","2004-005-414-3-rave-95","414-3-Rave-95",2004,2004,"Video",,"​Dance dance revolution vid set to 2 Unlimited.",,,,,,,,
"2004-004",,"2004-004-iron-maidens-number-of-the-beast-compressed-over-and-over","Iron Maiden's “The Number of the Beast” compressed over and over as an mp3 666 times",2004,2004,"mp3",,"​Iron Maiden’s “The Number of the Beast” compressed over and over as an mp3 666 times. Click on the mp3 below to listen!","​If you have ever wondered what Iron Maiden’s “The Number of the Beast” would sound like compressed over and over as an mp3 666 times…here’s your chance..and if u r wondering, YES it does lose quality each time it is compressed. ……..ps – If u like this project, don’t forget to study up on your old school and check out Alvin Lucier’s <a title="""" href=""http://www.lovely.com/titles/cd1013.html"">I am Sitting in a Room</a>.",,,"https://github.com/coryarcangel/666",,"Cory-Arcangel-666.mp3",,"[18] [2004-010-total-asshole-compression] 2004-010 T.A.C. - Total Asshole Compression
[43] [2007-007-on-c] 2007-007 On C
[189] [2004-025-total-asshole-compression] 2004-025 Total Asshole Compression"
"2004-003",,"2004-003-super-slow-tetris","Super Slow Tetris",2004,2004,"Modded Tetris game cartridge","Dimensions variable","​Tetris screwed.","​This was originally called ""Tetris Screwed"". It takes about 8 hours for the blocks to fall in one complete game. At the same time, it is still possible to move them left and right, it just takes minutes for them to drop one pixel down on the screen. It's totally maddening! This I guess is a theme in a few of the things I have made which are interactive (see related works below for other upsetting interactive stuff). Also of note, for NES nerds out there, this was a binary hack, as the delay loop was written by hand in 6502 binary! Step to that!",,,,,"super-slow-tetris-2004-003-master.nes.zip",,"[17] 2004-006 Dooogle - 2004-006-dooogle
[64] 2010-023 Composition #7 - 2010-023-composition-7
[14] 2004-001 Space Invader - 2004-001-space-Invader"
"2004-002",,"2004-002-f1-racer-mod","F1 Racer Mod (aka Japanese Driving Game)",2004,2004,"Modded FamiCom game cartridge.",,"​Just the road from a racing game.","​This is a simple mod I did of the old Japanese Famicom driving game F1 Racer. Basically I just took out the game, cars, etc, and left the road. pps – In case you are wondering, sometimes I also refer to this project as “Japanese Driving Game” (which is another non title), and it also seems to float around on the web bootlegged titled ‘F2′….check below for the ROM.",,,"https://github.com/coryarcangel/F1-Racer",,"arcangel-f1-racer.nes.zip",,"[185] [2005-021-super-landscape-1] 2005-021 Super Landscape #1"
"2004-001","Code by Alex Galloway of the Radical Software Group","2004-001-space-invader","Space Invader",2004,2004,"Modded Space Invaders cartridge",,"​Space Invaders with only one invader.","​Space Invader is a mod of the Atari game Space Invaders which has been turned into Space Invader (note: its no longer plural…thus the white out over the last “s” on the cartridge) –&gt; all the invaders have been erased except one. This makes the game impossible to play, as the invader inherits bullets from all the others. The average game lasts about 1 minute. Good luck! Don’t forget 2 download the ROM below. ",,"https://www.youtube.com/watch?v=XAoiBidAgv4","https://github.com/coryarcangel/Space-Invader",,"arcangel_spaceinvader.bin.zip",,"[4211] [2013-136-the-source-issue-5-space-invader] 2013-136 The Source Issue 5 Space Invader"
"2003-002",,"2003-002-data-diaries","Data Diaries",2003,2003,"62* Videos",,"​Computer memory interpreted as video. ","Rhizome got this working again! OMG. Also, actually 61 videos cause there is an error on one, and I decided to not fix it. ","https://anthology.rhizome.org/data-diaries-2003",,,,,"Commissioned by New Radio and Performing Arts, Inc., (aka Ether-Ore), for its Turbulence website",
"2003-001",,"2003-001-totally-fucked","Totally Fucked",2003,2003,"Modded Super Mario Brothers cartridge",,"​Super Mario stuck on a cube.","​This one is an infinite loop of Mario stuck on a cube. A year later I cribbed this scene for the beginning of Paper Rad and I’s Super Mario Movie. I have hardly ever shown this, but it is one of my favourites. Also, of note, I lost the source code, ROM, and nearly everything associated with the project shortly after making it in 2003. In my defence, I had just turned 25, and well, just wasn’t very organised (my studio at this point was still under my loft bed). Anyway, sometime many years later, I found the actual finished version in a pile of old ROM chips. In 2013 - as I was long out of the 6502 game - I gave it 2 Todd Bailey / Andrew Reitano of Narrat1ve who sucked the data off of the ROM, and reconstructed the .NES emulator file. Thx again guys!&nbsp;",,,"https://github.com/coryarcangel/Totally-Fucked",,"totally-fucked-2003-001-master.nes.zip",,"[20] [2005-001-super-mario-movie] 2005-001 Super Mario Movie"
"2002-009",,"2002-009-dirtstyle-design","Dirtstyle Design",2002,2002,"Lecture",,"​Lecture about default and vernacular computer design.","​This was a lecture / course I performaned / taught a bunch of times for many years. It centered mainly around the Default aesthetics of software and vernacular design communities. <a href=""http://web.archive.org/web/20021208124943/http://www.dirtstyledesign.com/"">Here is a page made by a student of the course</a>, about the course, as if it were real. LOL. ",,,,,,,
"2002-002",,"2002-002-i-shot-andy-warhol","I Shot Andy Warhol",2002,2002,"Modded Hogans Alley cartridge....",,"​Mod of Hogan’s Alley video game where one is asked to shoot Andy Warhol.","This is a Hogan’s Alley mod, where the gangsters have been replaced by Warhol, and the “innocents” have been replaced by the Pope, Flavor Flav (pre MTV show!!!!), and Col Sanders (note: Col Sanders was actually real person). So enjoy!, and please check below for the ROM which you can download, and in order 2 play this at home. pps - there is no source code to this project, because it is a “rom hack” aka all the modifications r done directly in the binary of the compiled ROM. Both the graphics and the program are modified for this project. The graphics are changed to add the new characters (duh!), and the program is changed to switch the mirroring of the sprites which compose the characters faces. For example Flavor Flav’s face is not symmetrical where as Col sanders’ face is.",,"https://www.youtube.com/watch?v=Nbej4iuUN4Q","https://github.com/coryarcangel/I-Shot-Andy-Warhol",,"i-shot-warhol-2002-002-master-rom.nes.zip",,"[4112] [2013-133-the-source-issue-3-i-shot-andy-warhol] 2013 133 The Source Issue 3 I Shot Andy Warhol"
"2002-001",,"2002-001-super-mario-clouds","Super Mario Clouds",2002,2002,"Modded Super Mario Bros. cartridge","Dimensions variable","​Super Mario Brothers, ... but with just the clouds.","Super Mario Clouds is an old Mario Brothers cartridge which I modified to erase everything but the clouds. Check below for the ROM &amp; a link to the source code. When this wz first posted 2 the net in 02 is wz as a DIY tutorial. As I kept on updating CMS’s on my website, eventually this tutorial got mangled. None the less, 4 those interested, here iz the <a href=""https://webrecorder.io/cory_arcangel/super-mario-clouds/list/2002-/b1/20021118090831/http://www.beigerecords.com/cory/21c/21c.html"" target=""_blank"">2002</a> &amp; <a href=""https://webrecorder.io/cory_arcangel/super-mario-clouds/list/2006-/b1/20060206020036/http://www.beigerecords.com:80/cory/Things_I_Made_in_2003/"" target=""_blank"">2006</a> posts (thx web recorder!). FYI: I still need 2 get around 2 cleaning up all the different versions of this code (all so unorganised &amp; with so many bugs!), and making an official The Source zine. Coming soon, I promise.",,,"https://github.com/coryarcangel/Super-Mario-Clouds",,"arcangel-super-mario-clouds.nes.zip",,"[185] [2005-021-super-landscape-1] 2005-021 Super Landscape #1"
"1998-003",,"1998-003-uhaul","The 5kHz Low-NRG U-Haul Disk",1998,1998,"1.44 Meg Floppy",,"​EP all composed for and stored on a 1.55 Meg floppy. Mac Os 9 only!",,,,,,"5khz-1998-003-digital-master.img.zip",,
"1991-001",,"1991-001-insectiside","Insectiside",1991,1991,"Video",,"​Live concert by my sister and I's band.","​Yeah,....this is how we used to spend our time in the suburbs of Buffalo New York. ",,"https://www.youtube.com/playlist?list=PLIVciZ6unaZRXnGdIy4PaG-tbbj-T6bkz",,,,,
